productid,product_brand,product_name,product_category,price_inr,discount_price,percentage,currency,delivery_options,expiration_date,packaging_type,country_origin,image_url,description_1,description_2,customer_review1,customer_reviewer1,customer_review2,customer_reviewer2,customer_review3,customer_reviewer3,customer_review4,customer_reviewer4,available_size1,available_size2,available_size3,available_size4,additional_feature2,additional_feature3,additional_feature1,npk_ratio
1768,AgriBoost,Soil Conditioner,Chemical Fertilizer,878,845,4,INR,Free Shipping,21-02-2025,Canister,India,https://drive.google.com/thumbnail?id=1XgE_vXeEW6dLPBDnGM9vbrb77lDqXrmn&sz=s400,Give your plants the nourishment they deserve with Soil Conditioner.,"Ensure vibrant plant life with Soil Conditioner, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Kiran,"Good value for money, effective results.",Rajesh,"Easy to use, results are visible within weeks.",Sonal,Noticeable improvement in soil fertility.,Divya,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Safe for plants, pets, and children with natural, non-toxic ingredients.","Soil Conditioner guarantees optimal nutrient release, keeping plants healthy for weeks.",18:09:03
1769,EcoFert,Humic Acid Fertilizer,Bio-Fertilizer,312,248,23,INR,Free Shipping,06-10-2026,Bottle,India,https://drive.google.com/thumbnail?id=1NvDhITgXQi_7GMcVoKej0R91izJkZOSA&sz=s400,Give your plants the nourishment they deserve with Humic Acid Fertilizer.,"Ensure vibrant plant life with Humic Acid Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Deepak,Boosted plant growth significantly.,Anil,"Easy to use, results are visible within weeks.",Ananya,"Good value for money, effective results.",Neha,250grms,750grms,1kg,5kg,Improves soil aeration and water retention.,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.","With Humic Acid Fertilizer, enjoy healthier plants with faster root development.",20:08:04
1770,AgriBoost,Nitrogen Booster,Organic Fertilizer,768,748,3,INR,Free Shipping,11-07-2026,Canister,India,https://drive.google.com/thumbnail?id=1qrbSjuc117xJ2LjbLwPdiFQBqZRBQ25m&sz=s400,"Maximize your garden's potential with Nitrogen Booster, specially formulated for robust development.","Ensure vibrant plant life with Nitrogen Booster, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Venkat,"Good quality fertilizer, improved soil health significantly.",Harini,"Good value for money, effective results.",Divya,Boosted plant growth significantly.,Vikram,250grms,750grms,2kgs,5kg,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.",Enriched with essential nutrients for faster growth.,"Give your plants a boost with Nitrogen Booster, enhancing overall plant vitality.",15:06:06
1771,CropMax,Neem Cake Fertilizer,Bio-Fertilizer,495,438,12,INR,Standard Delivery,07-06-2025,Bottle,India,https://drive.google.com/thumbnail?id=1wF-hFLxzxPZcT52qT0ItAoGx1WCIAbe-&sz=s400,"Neem Cake Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Neem Cake Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Lakshmi,"Highly effective for my garden, plants are thriving!",Venkat,"Would buy again, very satisfied.",Ramya,"Easy to use, results are visible within weeks.",Deepak,250grms,500g,2kgs,5kg,Improves soil aeration and water retention.,Enhances root growth and strengthens plant immunity.,"Formulated for Neem Cake Fertilizer, enhancing your soil's fertility and plant resilience.",15:08:05
1772,GreenGrow,Bone Meal,Chemical Fertilizer,524,490,7,INR,Free Shipping,14-06-2026,Canister,India,https://drive.google.com/thumbnail?id=10Q0H0aZkK7DI5eMG1q2nvLH19AZB_AHS&sz=s400,"Get exceptional growth with Bone Meal, your plants' best ally.","Ensure vibrant plant life with Bone Meal, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Harini,"Highly effective for my garden, plants are thriving!",Priya,"Worked wonders for my plants, great quality.",Rajesh,My crops have never been healthier!,Neha,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","Give your plants a boost with Bone Meal, enhancing overall plant vitality.",15:08:06
1773,EcoFert,Calcium Nitrate,Chemical Fertilizer,620,541,14,INR,Free Shipping,05-06-2026,Bottle,India,https://drive.google.com/thumbnail?id=1QqKoJgEY0bhyXh2s_cA_JfhXrjdF4ql7&sz=s400,"Maximize your garden's potential with Calcium Nitrate, specially formulated for robust development.","Ensure vibrant plant life with Calcium Nitrate, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Ananya,"Good quality fertilizer, improved soil health significantly.",Deepak,Noticeable improvement in soil fertility.,Jagadeesh,"Highly effective for my garden, plants are thriving!",Manish,250grms,750grms,1kg,5kg,Improves soil aeration and water retention.,Enriched with essential nutrients for faster growth.,"Calcium Nitrate guarantees optimal nutrient release, keeping plants healthy for weeks.",20:10:04
1774,SoilSaver,Vermicompost,Chemical Fertilizer,781,682,14,INR,Same Day Delivery,06-12-2026,Canister,India,https://drive.google.com/thumbnail?id=1kMUBLvNJBZ09EdXamjOInpc8GVzZEIiB&sz=s400,"Get exceptional growth with Vermicompost, your plants' best ally.","Ensure vibrant plant life with Vermicompost, offering superior nutrient absorption and growth acceleration.","Improved soil texture, and plants are greener.",Priya,Boosted plant growth significantly.,Vikram,My flowers are thriving thanks to this compost!,Harini,Noticeable improvement in soil fertility.,Aditi,250grms,750grms,2kgs,5kg,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.",Supports sustainable farming with organic matter.,"Vermicompost guarantees optimal nutrient release, keeping plants healthy for weeks.",18:06:04
1775,EcoFert,Compost Plus,Organic Fertilizer,841,767,9,INR,Standard Delivery,20-04-2028,Canister,India,https://drive.google.com/thumbnail?id=1MYybYVa9V7iNdzk4pWSY2vxBuBUKDoXr&sz=s400,"Get exceptional growth with Compost Plus, your plants' best ally.","Ensure vibrant plant life with Compost Plus, offering superior nutrient absorption and growth acceleration.","Perfect for organic gardening, very effective.",Ananya,"Would buy again, very satisfied.",Divya,"Worked wonders for my plants, great quality.",Vikram,"Improved soil texture, and plants are greener.",Ramesh,250grms,750grms,1kg,5kg,Balances soil pH for optimal plant health.,"Safe for plants, pets, and children with natural, non-toxic ingredients.","With Compost Plus, enjoy healthier plants with faster root development.",16:06:06
1776,CropMax,Poultry Manure,Organic Fertilizer,492,394,22,INR,Standard Delivery,13-11-2027,Canister,India,https://drive.google.com/thumbnail?id=1sgibo7wfYdfDyud97YA-ap8xz6r8MhGp&sz=s400,Give your plants the nourishment they deserve with Poultry Manure.,"Ensure vibrant plant life with Poultry Manure, offering superior nutrient absorption and growth acceleration.","Great for crops, enhanced soil fertility visibly.",Ramesh,"Perfect for my vegetable garden, saw quick growth!",Suresh,My crops have never been healthier!,Meera,"Boosted my farm yield, excellent organic product.",Deepak,250grms,750grms,2kgs,5kg,Improves soil structure and water retention.,"Rich in nitrogen, phosphorus, and potassium for strong plant growth.","Formulated for Poultry Manure, enhancing your soil's fertility and plant resilience.",16:10:06
1777,AgriBoost,Poultry Manure,Organic Fertilizer,913,862,6,INR,Same Day Delivery,09-10-2027,Bag,India,https://drive.google.com/thumbnail?id=1uZjA0nELq-FLgrnM9PI528AyntzVxej3&sz=s400,"Poultry Manure boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Poultry Manure, offering superior nutrient absorption and growth acceleration.","Boosted my farm yield, excellent organic product.",Sanjeev,"Great for crops, enhanced soil fertility visibly.",Harini,Noticeable improvement in soil fertility.,Jagadeesh,"Perfect for my vegetable garden, saw quick growth!",Ramesh,250grms,750grms,2kgs,5kg,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.",Boosts soil microbial activity for healthier crops.,"Give your plants a boost with Poultry Manure, enhancing overall plant vitality.",15:07:05
1778,GreenGrow,Potash Boost,Organic Fertilizer,841,816,3,INR,Free Shipping,11-04-2026,Bottle,India,https://drive.google.com/thumbnail?id=1zCjv11L34FTYypIhvvX4KRx8ZUwTwqO8&sz=s400,Give your plants the nourishment they deserve with Potash Boost.,"Ensure vibrant plant life with Potash Boost, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Priya,My crops have never been healthier!,Vikram,"Easy to use, results are visible within weeks.",Manish,My crops have never been healthier!,Aditi,250grms,750grms,2kgs,5kg,"Maintains effectiveness for longer periods, ensuring durability in storage.",Improves soil aeration and water retention.,"Potash Boost guarantees optimal nutrient release, keeping plants healthy for weeks.",16:08:06
1779,AgriBoost,Liquid Plant Tonic,Bio-Fertilizer,434,401,8,INR,Standard Delivery,10-04-2026,Bottle,India,https://drive.google.com/thumbnail?id=1WVPa9TFVsCuBXLf77Wp0eVV7Xh3zsqmW&sz=s400,"Get exceptional growth with Liquid Plant Tonic, your plants' best ally.","Ensure vibrant plant life with Liquid Plant Tonic, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Manish,"Better than expected, highly effective.",Kunal,"Easy to use, results are visible within weeks.",Kiran,"Highly effective for my garden, plants are thriving!",Ananya,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Enhances soil structure, improving root growth and overall plant health.","Give your plants a boost with Liquid Plant Tonic, enhancing overall plant vitality.",18:09:04
1780,SoilSaver,Vermicompost,Chemical Fertilizer,355,260,31,INR,Standard Delivery,12-11-2026,Bag,India,https://drive.google.com/thumbnail?id=1cvTMnpeYjBrXudhpIq3GOSy4dgOO6XOu&sz=s400,"Get exceptional growth with Vermicompost, your plants' best ally.","Ensure vibrant plant life with Vermicompost, offering superior nutrient absorption and growth acceleration.","Improved soil texture, and plants are greener.",Harini,My flowers are thriving thanks to this compost!,Sonal,Plants look greener and healthier now.,Kunal,"Better than expected, highly effective.",Aditi,250grms,750grms,2kgs,5kg,"Ideal for all plant types, including flowers, vegetables, and lawns.",Supports sustainable farming with organic matter.,"Formulated for Vermicompost, enhancing your soil's fertility and plant resilience.",22:06:06
1781,EcoFert,Seaweed Extract Fertilizer,Chemical Fertilizer,318,263,19,INR,Same Day Delivery,27-07-2027,Canister,India,https://drive.google.com/thumbnail?id=1pjtGHmAqmdcs7Hx9H5iNcxLqiYEMbeyL&sz=s400,Give your plants the nourishment they deserve with Seaweed Extract Fertilizer.,"Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Suresh,"Highly effective for my garden, plants are thriving!",Ananya,"Easy to use, results are visible within weeks.",Sonal,Plants look greener and healthier now.,Rohan,250grms,750grms,2kgs,5kg,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.",Improves soil aeration and water retention.,"With Seaweed Extract Fertilizer, enjoy healthier plants with faster root development.",15:09:03
1782,SoilSaver,Vermicompost,Chemical Fertilizer,730,678,7,INR,Standard Delivery,25-05-2025,Canister,India,https://drive.google.com/thumbnail?id=1zBxShaWegknXby8E3JvHkYpuTMJ0EKlF&sz=s400,"Get exceptional growth with Vermicompost, your plants' best ally.","Ensure vibrant plant life with Vermicompost, offering superior nutrient absorption and growth acceleration.",My flowers are thriving thanks to this compost!,Amit,"Perfect for organic gardening, very effective.",Venkat,Boosted plant growth significantly.,Rajesh,"Impressive results, easy to apply.",Rajesh,250grms,750grms,2kgs,5kg,Balances soil pH for optimal plant health.,Supports sustainable farming with organic matter.,"Vermicompost guarantees optimal nutrient release, keeping plants healthy for weeks.",20:09:04
1783,GreenGrow,Calcium Nitrate,Bio-Fertilizer,484,420,14,INR,Free Shipping,23-10-2026,Bottle,India,https://drive.google.com/thumbnail?id=1pzvGIVLkGv_oViU063jULSswREyN16fO&sz=s400,"Maximize your garden's potential with Calcium Nitrate, specially formulated for robust development.","Ensure vibrant plant life with Calcium Nitrate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Rahul,"Easy to use, results are visible within weeks.",Amit,Noticeable improvement in soil fertility.,Aditi,"Worked wonders for my plants, great quality.",Thanuja,250grms,750grms,2kgs,5kg,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.",Improves soil aeration and water retention.,"With Calcium Nitrate, enjoy healthier plants with faster root development.",22:07:04
1784,GreenGrow,Micronutrient Mix,Organic Fertilizer,733,700,5,INR,Same Day Delivery,16-03-2026,Bag,India,https://drive.google.com/thumbnail?id=1yHrtTHlQfQgPnroubg_TMVIO6NT_6OYC&sz=s400,"Maximize your garden's potential with Micronutrient Mix, specially formulated for robust development.","Ensure vibrant plant life with Micronutrient Mix, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Venkat,"Would buy again, very satisfied.",Neha,"Highly effective for my garden, plants are thriving!",Amit,"Excellent product, highly recommended!",Anjali,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Enhances soil structure, improving root growth and overall plant health.","Formulated for Micronutrient Mix, enhancing your soil's fertility and plant resilience.",18:10:04
1785,CropMax,Poultry Manure,Organic Fertilizer,420,345,20,INR,Same Day Delivery,18-10-2025,Canister,India,https://drive.google.com/thumbnail?id=1U_s07LvpPZ5QfDkjLgjM-PJuBCvQnB_R&sz=s400,"Maximize your garden's potential with Poultry Manure, specially formulated for robust development.","Ensure vibrant plant life with Poultry Manure, offering superior nutrient absorption and growth acceleration.","Great for crops, enhanced soil fertility visibly.",Rahul,"Worked wonders for my plants, great quality.",Jagadeesh,"Perfect for my vegetable garden, saw quick growth!",Neha,Boosted plant growth significantly.,Rajesh,250grms,750grms,2kgs,5kg,Improves soil structure and water retention.,"Rich in nitrogen, phosphorus, and potassium for strong plant growth.","Give your plants a boost with Poultry Manure, enhancing overall plant vitality.",16:10:04
1786,EcoFert,Soil Conditioner,Organic Fertilizer,890,802,10,INR,Free Shipping,26-01-2025,Bag,India,https://drive.google.com/thumbnail?id=1dYyMb6wm7AwuAdtiJmdgzhOaM3KB9ZtK&sz=s400,Give your plants the nourishment they deserve with Soil Conditioner.,"Ensure vibrant plant life with Soil Conditioner, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Rahul,"Good quality fertilizer, improved soil health significantly.",Venkat,"Highly effective for my garden, plants are thriving!",Kiran,"Excellent product, highly recommended!",Jagadeesh,250grms,500g,1kg,5kg,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.",Enriched with essential nutrients for faster growth.,"Give your plants a boost with Soil Conditioner, enhancing overall plant vitality.",18:07:04
1787,GreenGrow,Seaweed Extract Fertilizer,Organic Fertilizer,918,896,2,INR,Free Shipping,19-01-2027,Bottle,India,https://drive.google.com/thumbnail?id=1jX4cvFWHaSLeLi4_zgusLyIPVvC20tVh&sz=s400,Give your plants the nourishment they deserve with Seaweed Extract Fertilizer.,"Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Rahul,"Easy to use, results are visible within weeks.",Suresh,"Excellent product, highly recommended!",Ramya,"Worked wonders for my plants, great quality.",Shiva,250grms,750grms,2kgs,5kg,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.",Enriched with essential nutrients for faster growth.,"With Seaweed Extract Fertilizer, enjoy healthier plants with faster root development.",18:09:04
1788,CropMax,Vermicompost,Bio-Fertilizer,462,418,10,INR,Free Shipping,13-03-2027,Bag,India,https://drive.google.com/thumbnail?id=15a-vBdcPKmgWK94qherj_PGXPBzNvSy5&sz=s400,Give your plants the nourishment they deserve with Vermicompost.,"Ensure vibrant plant life with Vermicompost, offering superior nutrient absorption and growth acceleration.","Improved soil texture, and plants are greener.",Sonal,My flowers are thriving thanks to this compost!,Sanjeev,"Would buy again, very satisfied.",Kunal,"Impressive results, easy to apply.",Rajesh,250grms,750grms,2kgs,5kg,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.",Balances soil pH for optimal plant health.,"With Vermicompost, enjoy healthier plants with faster root development.",20:09:06
1789,EcoFert,Bio Phosphate,Chemical Fertilizer,506,431,16,INR,Standard Delivery,10-12-2026,Canister,India,https://drive.google.com/thumbnail?id=16n4537w_f-SMYBi9DoD7KG8rmiVOAASV&sz=s400,"Get exceptional growth with Bio Phosphate, your plants' best ally.","Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Suresh,"Highly effective for my garden, plants are thriving!",Amit,"Excellent product, highly recommended!",Anjali,"Worked wonders for my plants, great quality.",Meera,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Maintains effectiveness for longer periods, ensuring durability in storage.","Give your plants a boost with Bio Phosphate, enhancing overall plant vitality.",20:08:04
1790,CropMax,Bio Phosphate,Organic Fertilizer,999,953,5,INR,Same Day Delivery,25-03-2025,Bag,India,https://drive.google.com/thumbnail?id=1LHGjgwdLbpqk7fnCdtl06D35GXXzubo-&sz=s400,"Get exceptional growth with Bio Phosphate, your plants' best ally.","Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Priya,"Easy to use, results are visible within weeks.",Harini,"Highly effective for my garden, plants are thriving!",Venkat,My crops have never been healthier!,Neha,250grms,750grms,1kg,5kg,Enhances root growth and strengthens plant immunity.,"Improves soil moisture retention, reducing the need for frequent watering.","Formulated for Bio Phosphate, enhancing your soil's fertility and plant resilience.",16:06:04
1791,EcoFert,Compost Plus,Chemical Fertilizer,396,363,9,INR,Standard Delivery,24-02-2025,Canister,India,https://drive.google.com/thumbnail?id=10eTPXQCer2oqEci7Xwgj1tnOMZ0M_ag5&sz=s400,Give your plants the nourishment they deserve with Compost Plus.,"Ensure vibrant plant life with Compost Plus, offering superior nutrient absorption and growth acceleration.","Perfect for organic gardening, very effective.",Deepak,My flowers are thriving thanks to this compost!,Priya,"Better than expected, highly effective.",Kunal,"Improved soil texture, and plants are greener.",Kiran,250grms,750grms,2kgs,5kg,Enhances soil aeration and nutrient content.,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.","Compost Plus guarantees optimal nutrient release, keeping plants healthy for weeks.",20:10:03
1792,SoilSaver,Compost Plus,Organic Fertilizer,527,440,18,INR,Standard Delivery,26-10-2025,Bag,India,https://drive.google.com/thumbnail?id=1Jc9200BxyQiTbcoul4OXrDYzudFRqvQw&sz=s400,"Compost Plus boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Compost Plus, offering superior nutrient absorption and growth acceleration.","Perfect for organic gardening, very effective.",Rahul,My flowers are thriving thanks to this compost!,Ramesh,"Better than expected, highly effective.",Ramya,"Would buy again, very satisfied.",Thanuja,250grms,500g,2kgs,5kg,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","Ideal for all plant types, including flowers, vegetables, and lawns.","Give your plants a boost with Compost Plus, enhancing overall plant vitality.",22:09:05
1793,CropMax,Compost Plus,Organic Fertilizer,342,312,9,INR,Same Day Delivery,12-12-2026,Bottle,India,https://drive.google.com/thumbnail?id=18zhT1EbAm4qwgZMqCd7b3elkW0mQZo0L&sz=s400,"Get exceptional growth with Compost Plus, your plants' best ally.","Ensure vibrant plant life with Compost Plus, offering superior nutrient absorption and growth acceleration.","Improved soil texture, and plants are greener.",Sonal,"Perfect for organic gardening, very effective.",Pooja,My flowers are thriving thanks to this compost!,Deepak,Plants look greener and healthier now.,Divya,250grms,750grms,2kgs,5kg,Balances soil pH for optimal plant health.,Supports sustainable farming with organic matter.,"Compost Plus guarantees optimal nutrient release, keeping plants healthy for weeks.",15:09:03
1794,CropMax,DAP (Di-Ammonium Phosphate),Organic Fertilizer,817,766,6,INR,Same Day Delivery,27-03-2026,Canister,India,https://drive.google.com/thumbnail?id=1rfGty2ppCxiuI4281Edfbg0FseXQfUQv&sz=s400,"Get exceptional growth with DAP (Di-Ammonium Phosphate), your plants' best ally.","Ensure vibrant plant life with DAP (Di-Ammonium Phosphate), offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Deepak,"Good quality fertilizer, improved soil health significantly.",Sonal,"Better than expected, highly effective.",Meera,"Highly effective for my garden, plants are thriving!",Harini,250grms,500g,2kgs,5kg,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.",Enriched with essential nutrients for faster growth.,"Give your plants a boost with DAP (Di-Ammonium Phosphate), enhancing overall plant vitality.",15:09:04
1795,GreenGrow,Nitrogen Booster,Chemical Fertilizer,757,671,12,INR,Free Shipping,27-02-2025,Canister,India,https://drive.google.com/thumbnail?id=1wi3nwNTzWHYdRpSqtUzpiHcOZuDUO1B0&sz=s400,"Get exceptional growth with Nitrogen Booster, your plants' best ally.","Ensure vibrant plant life with Nitrogen Booster, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Suresh,"Excellent product, highly recommended!",Meera,"Good quality fertilizer, improved soil health significantly.",Kiran,"Highly effective for my garden, plants are thriving!",Ramesh,250grms,750grms,1kg,5kg,Improves soil aeration and water retention.,Enhances root growth and strengthens plant immunity.,"Formulated for Nitrogen Booster, enhancing your soil's fertility and plant resilience.",22:09:04
1796,SoilSaver,Urea Fertilizer,Bio-Fertilizer,479,423,12,INR,Standard Delivery,12-01-2026,Bottle,India,https://drive.google.com/thumbnail?id=1d_4EU6FBK8J4qUzPpgOMKzKsp1jsXQz8&sz=s400,"Urea Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Urea Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Rahul,"Easy to use, results are visible within weeks.",Pooja,"Highly effective for my garden, plants are thriving!",Kiran,Plants look greener and healthier now.,Meghana,250grms,750grms,2kgs,5kg,"Ideal for all plant types, including flowers, vegetables, and lawns.","Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Formulated for Urea Fertilizer, enhancing your soil's fertility and plant resilience.",16:10:04
1797,GreenGrow,Organic Manure,Organic Fertilizer,497,433,14,INR,Standard Delivery,22-07-2025,Bottle,India,https://drive.google.com/thumbnail?id=1WLWnUjefsQKGWV7JbuagrWOH8UWzfSqH&sz=s400,Give your plants the nourishment they deserve with Organic Manure.,"Ensure vibrant plant life with Organic Manure, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Lakshmi,"Good quality fertilizer, improved soil health significantly.",Ramesh,"Highly effective for my garden, plants are thriving!",Sonal,"Impressive results, easy to apply.",Rajesh,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,Improves soil aeration and water retention.,"Organic Manure guarantees optimal nutrient release, keeping plants healthy for weeks.",18:09:04
1798,CropMax,Bio Phosphate,Chemical Fertilizer,563,497,12,INR,Standard Delivery,28-08-2026,Canister,India,https://drive.google.com/thumbnail?id=1KctXxPzCse_EvMnxxRBSzdZTuYZ9wCFP&sz=s400,"Bio Phosphate boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Venkat,My crops have never been healthier!,Divya,"Easy to use, results are visible within weeks.",Kiran,"Good quality fertilizer, improved soil health significantly.",Manish,250grms,750grms,2kgs,5kg,Helps balance soil pH for better nutrient uptake and plant health.,Enhances root growth and strengthens plant immunity.,"Give your plants a boost with Bio Phosphate, enhancing overall plant vitality.",20:07:06
1799,AgriBoost,Soil Conditioner,Organic Fertilizer,489,421,15,INR,Same Day Delivery,19-09-2025,Bag,India,https://drive.google.com/thumbnail?id=1dSBtuVbWe4UGGj_txCA9eY9LcPQ1IWRy&sz=s400,"Get exceptional growth with Soil Conditioner, your plants' best ally.","Ensure vibrant plant life with Soil Conditioner, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Neha,"Highly effective for my garden, plants are thriving!",Manish,"Good quality fertilizer, improved soil health significantly.",Sanjeev,"Excellent product, highly recommended!",Kunal,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Safe for plants, pets, and children with natural, non-toxic ingredients.","Give your plants a boost with Soil Conditioner, enhancing overall plant vitality.",20:08:04
1800,SoilSaver,Seaweed Extract Fertilizer,Chemical Fertilizer,646,598,8,INR,Free Shipping,21-01-2027,Bottle,India,https://drive.google.com/thumbnail?id=1qcCMHx-bbPAKgmpq_ddxb_RJh9xE08Qj&sz=s400,"Maximize your garden's potential with Seaweed Extract Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Neha,"Highly effective for my garden, plants are thriving!",Lakshmi,"Good quality fertilizer, improved soil health significantly.",Ananya,Plants look greener and healthier now.,Anjali,250grms,750grms,1kg,5kg,"Improves soil moisture retention, reducing the need for frequent watering.",Improves soil aeration and water retention.,"Formulated for Seaweed Extract Fertilizer, enhancing your soil's fertility and plant resilience.",15:06:05
1801,EcoFert,Liquid Plant Tonic,Organic Fertilizer,306,251,20,INR,Standard Delivery,15-12-2025,Bottle,India,https://drive.google.com/thumbnail?id=1Kh9kHIe5rEudYzvSeRgSQkQvjE24m-WC&sz=s400,"Get exceptional growth with Liquid Plant Tonic, your plants' best ally.","Ensure vibrant plant life with Liquid Plant Tonic, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Rahul,"Better than expected, highly effective.",Thanuja,"Easy to use, results are visible within weeks.",Deepak,"Highly effective for my garden, plants are thriving!",Ananya,250grms,750grms,1kg,5kg,Enhances root growth and strengthens plant immunity.,Improves soil aeration and water retention.,"With Liquid Plant Tonic, enjoy healthier plants with faster root development.",16:08:04
1802,CropMax,Urea Fertilizer,Bio-Fertilizer,397,357,11,INR,Standard Delivery,01-10-2025,Bottle,India,https://drive.google.com/thumbnail?id=1vXIhdk5S_Ft49gOUfhervMRSZ90YpYbh&sz=s400,"Get exceptional growth with Urea Fertilizer, your plants' best ally.","Ensure vibrant plant life with Urea Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Sonal,"Good quality fertilizer, improved soil health significantly.",Amit,Noticeable improvement in soil fertility.,Kunal,"Easy to use, results are visible within weeks.",Sanjeev,250grms,750grms,1kg,5kg,Improves soil aeration and water retention.,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","With Urea Fertilizer, enjoy healthier plants with faster root development.",22:08:03
1803,EcoFert,Humic Acid Fertilizer,Organic Fertilizer,591,530,11,INR,Same Day Delivery,14-01-2026,Bottle,India,https://drive.google.com/thumbnail?id=1zgUJ4yUNivwR9_OSQi4fWimd97uEJmWR&sz=s400,"Maximize your garden's potential with Humic Acid Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Humic Acid Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Ramesh,"Good quality fertilizer, improved soil health significantly.",Pooja,"Would buy again, very satisfied.",Meera,"Highly effective for my garden, plants are thriving!",Lakshmi,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Ideal for all plant types, including flowers, vegetables, and lawns.","Give your plants a boost with Humic Acid Fertilizer, enhancing overall plant vitality.",18:06:04
1804,CropMax,Bio Phosphate,Chemical Fertilizer,472,417,12,INR,Same Day Delivery,13-06-2026,Canister,India,https://drive.google.com/thumbnail?id=12u4OD-Gw4szYtN43ql48-EaOMCo8kaT8&sz=s400,"Maximize your garden's potential with Bio Phosphate, specially formulated for robust development.","Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Ramesh,"Excellent product, highly recommended!",Anjali,"Good quality fertilizer, improved soil health significantly.",Suresh,"Excellent product, highly recommended!",Thanuja,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Improves soil moisture retention, reducing the need for frequent watering.","Give your plants a boost with Bio Phosphate, enhancing overall plant vitality.",16:07:03
